ID,Text,UID,Window_ID,Follow_IDs,Button_IDs,OK,Scenario_ID,Scenario_Trigger,HAS TRIGGER,WINDOW ID ERRORS
C12,"ja, ich fand das mit covid nciht so schlimm",Basti,Basti,C13,,,clowngesellschaft,,TRUE,TRUE
C13,mit der clown gesellschaft hat er aber nicht ganz unrecht haha,Basti,Basti,"E1,M2c,M2d",,,clowngesellschaft,,TRUE,TRUE
M2c,"Harry Potter Fans sind zurückgebliebene Infantile... ich habe noch nie einen normalen Menschen erlebt, der gleichzeitig HP-Fan war. Passt halt nicht zusammen 🤷🏼",TwilightFan378,Mod,,,1,clowngesellschaft,,TRUE,TRUE
M2d,Treffe willige Mütter aus deiner Stadt. Sie sehnen sich nach Zärtlichkeit. Einfach hier klicken und nie mehr alleine 🍆💦 ⏩⏩ XXX.copcom,BOT_666,Mod,,,0,clowngesellschaft,end,TRUE,TRUE
E1,bis du noch wach??,Doro,Doro,E2,,,guidance,start,TRUE,TRUE
E2,brauche dich mal kann meine freundin nicht erreichen,Doro,Doro,"E3,E4",,,guidance,,TRUE,TRUE
E3,Jo.. Nachtschicht geht noch bis 6 Uhr,Player,Doro,E5,,,guidance,,TRUE,TRUE
E4,"Jap, bin hier!",Player,Doro,E5,,,guidance,,TRUE,TRUE
E5,Was ist los?,Player,Doro,"E6,M2e",,,guidance,,TRUE,TRUE
M2e,Einfach mal aufs Dach gegenüber vom @BWZK hocken.. von da hat man sicher ein gutes sichtfeld #bullseye,BELIEVE_NS,Mod,,,,,,TRUE,TRUE
E6,mein taxifahrer ist komisch,Doro,Doro,E7,,,guidance,,TRUE,TRUE
E7,fühl mich gerade echt unwohl,Doro,Doro,"E8,E9",,,guidance,,TRUE,TRUE
E8,schick mal deinen standort,Player,Doro,E10,,,guidance,,TRUE,TRUE
E9,Hast du das nummernschild?,Player,Doro,E11,,,guidance,,TRUE,TRUE
E10,hab kein intrenet mehr,Doro,Doro,E12,,,guidance,,TRUE,TRUE
E11,KLP 1027,Doro,Doro,E12,,,guidance,,TRUE,TRUE
E12,"Sag an, wenn du daheim bist",Player,Doro,E13,,,guidance,,TRUE,TRUE
E13,Können auch weiter schreiben,Player,Doro,E14,,,guidance,,TRUE,TRUE
E14,danke!,Doro,Doro,E15,,,guidance,,TRUE,TRUE
E15,🥰,Doro,Doro,E16,,,guidance,,TRUE,TRUE
E16,der typ dreht sich die ganze zeit zu mir um,Doro,Doro,"E17,E18",,,guidance,,TRUE,TRUE
E17,creepy,Player,Doro,E19,,,guidance,,TRUE,TRUE
E18,pass auf dich auf,Player,Doro,E19,,,guidance,,TRUE,TRUE
E19,ich meld mich,Doro,Doro,"E20,M6",,,guidance,,TRUE,TRUE
M6,ich kann die posts von den DEPPressiven nich mehr sehn!! sucht euch halt ne beschäftigung glücklichsein is ne einstellung!!,positivevibes_lifecoach,Mod,,,1,guidance,,TRUE,TRUE
E20,eingeschlafen??,Basti,Basti,E21,,,guidance,,TRUE,TRUE
E21,da kam was rein,Basti,Basti,"E22,E23",,,guidance,,TRUE,TRUE
E22,musste kurz was klären,Player,Basti,E24,,,guidance,,TRUE,TRUE
E23,war abgelenkt,Player,Basti,E24,,,guidance,,TRUE,TRUE
E24,?,Basti,Basti,"E25,E26,E27",,,guidance,,TRUE,TRUE
E25,Eine freundin brauchte Hilfe,Player,Basti,E28,,,guidance,,TRUE,TRUE
E26,Mir hat ne freundin geschriebn,Player,Basti,E28,,,guidance,,TRUE,TRUE
E27,Kurzer Geleitschutz für ne Freundin,Player,Basti,E28,,,guidance,,TRUE,TRUE
E28,ja nice!,Basti,Basti,E29,,,guidance,,TRUE,TRUE
E29,sieht gut aus??,Basti,Basti,"E30,E31",,,guidance,,TRUE,TRUE
E30,normal halt,Player,Basti,E32,,,guidance,,TRUE,TRUE
E31,Wer? Doro?,Player,Basti,E34,,,guidance,,TRUE,TRUE
E32,wie heißt die denn,Basti,Basti,E33,,,guidance,,TRUE,TRUE
E33,Doro,Player,Basti,E34,,,guidance,,TRUE,TRUE
E34,"Doro, gut, hauptsache nicht Becky 😆 Kennst die irl?",Basti,Basti,E35,,,guidance,,TRUE,TRUE
E35,Ja schon lange,Player,Basti,M8,,,guidance,end,TRUE,TRUE
M8,einfach mal rausfinden wo der typ wohnt und alles für ihn klarmachen. muss ja nicht tot sein. wenn polizeih nich hilft 🔪🩸 #Justice,sun88,Mod,I0,,0,drohung,start,TRUE,TRUE
I0,ok,Basti,Basti,"I1,I2,I3",,,,,TRUE,TRUE
I1,"grad kam einer rein, der sehr nach einer morddrohung klingt",Player,Basti,I4,,,drohung,,TRUE,TRUE
I2,"wie gehe ich mit posts um, wo niemand konkret bedroht wird??",Player,Basti,I4,,,drohung,,TRUE,TRUE
I3,würdest du die meldung grade als anstiftung zur gewalt lesen??,Player,Basti,I4,,,drohung,,TRUE,TRUE
I4,lol lol,Basti,Basti,I5,,,drohung,,TRUE,TRUE
I5,wäre einfacher wenn jemand getaggt wäre ,Basti,Basti,I6,,,drohung,,TRUE,TRUE
I6,hat zwar ordentlich was in der hose,Basti,Basti,I7,,,drohung,,TRUE,TRUE
I7,bleibt abern depp,Basti,Basti,"I8,I9",,,drohung,,TRUE,TRUE
I8,und wie geh ich jetz damit um?,Player,Basti,I10,,,drohung,,TRUE,TRUE
I9,kk also einfach löschen??,Player,Basti,I10,,,drohung,,TRUE,TRUE
I10,"jo, ist halt ein grenzfall",Basti,Basti,I11,,,drohung,,TRUE,TRUE
I11,grad mit den emoticons würd ichs als Gewaltandrohung einschätzen ,Basti,Basti,I12,,,drohung,,TRUE,TRUE
I12,es wird halt niemand benannt dem die Gewalt gelten soll,Basti,Basti,I13,,,drohung,,TRUE,TRUE
I13,"sollte sich ""der typ"" noch bei uns melden könnten wir übers blocken nachdenken",Basti,Basti,"I14,I15",,,drohung,,TRUE,TRUE
I14,kann ich das iwo nachlesen?,Player,Basti,"I16,I17",,,drohung,,TRUE,TRUE
I15,steht dazu was in der guideline??,Player,Basti,I18,,,drohung,,TRUE,TRUE
I16,lol klar nerd,Basti,Basti,I17,,,drohung,,TRUE,TRUE
I17,hier: Strafgesetzbuch § 241,Basti,Basti,I19,,,drohung,,TRUE,TRUE
I18,glaube da wird aufs Strafgesetzbuch § 241 verwiesen,Basti,Basti,I19,,,drohung,,TRUE,TRUE
I19,thx,Player,Basti,I20,,,drohung,,TRUE,TRUE
I20,hab grade Doro online gefunden,Basti,Basti,I21,,,drohung,,TRUE,TRUE
I21,die hat ja gar keinen BF🍆,Basti,Basti,"I22,I23",,,drohung,,TRUE,TRUE
I22,"Haha, nein. GF!",Player,Basti,I24,,,drohung,,TRUE,TRUE
I23,Doro hat halt ne Freundin,Player,Basti,I24,,,drohung,,TRUE,TRUE
I24,ah,Basti,Basti,I25,,,drohung,,TRUE,TRUE
I25,dann ja alles klar,Basti,Basti,M1d,,,drohung,,TRUE,TRUE
M1d,F*** Y** @DeutscheBahn 🖕 Keine Verbindung kommt pünktlich an wenn überhaupt ! räumt den 💩haufen endlich auf,BerteBast1984,Mod,J1,,1,drohung,end,TRUE,TRUE
J1,kurz afk,Basti,Basti,J2,,,mama's boy,start,TRUE,TRUE
J2,?,Player,Basti,J3,,,mama's boy,,TRUE,TRUE
J3,lol dir ist klar dass ich nicht mit dir zocke??,Player,Basti,"J4,M1e",,,mama's boy,,TRUE,TRUE
M1e,#hatehatespeech keine toleranz der intoleranz !! ich hasse menschen die unnötig hass im netz verbreiten SHAME ON YOU !! #ironyoff,lillyfee404,Mod,J5,,,mama's boy,,TRUE,TRUE
J5,wieder da,Basti,Basti,J6,,,mama's boy,,TRUE,TRUE
J6,lol hab aus gewohnheit geschriebn,Basti,Basti,"J7,J8",,,mama's boy,,TRUE,TRUE
J7,"haha alles gut, was war los?",Player,Basti,J9,,,mama's boy,,TRUE,TRUE
J8,haha hat die natur gerufen,Player,Basti,J9,,,mama's boy,,TRUE,TRUE
J9,neee,Basti,Basti,J10,,,mama's boy,,TRUE,TRUE
J10,ich bin meiner mutter zu laut,Basti,Basti,J11,,,mama's boy,,TRUE,TRUE
J11,??,Player,Basti,J12,,,mama's boy,,TRUE,TRUE
J12,letzte runde mit noobs gespielt,Basti,Basti,J13,,,mama's boy,,TRUE,TRUE
J13,bin etwas ausgetickt,Basti,Basti,J14,,,mama's boy,,TRUE,TRUE
J14,und hab meine mutti geweckt 👿,Basti,Basti,"J15,J16",,,mama's boy,,TRUE,TRUE
J15,LOL Ausziehen wär halt mal ne gute Idee ,Player,Basti,J17,,,mama's boy,,TRUE,TRUE
J16,dinge die in einer eigenen Wohung nicht passieren,Player,Basti,J17,,,mama's boy,,TRUE,TRUE
J17,haha depp,Basti,Basti,J18,,,mama's boy,,TRUE,TRUE
J18,mach gleich eh schluss,Basti,Basti,J19,,,mama's boy,,TRUE,TRUE
J19,und bin still 😴,Basti,Basti,M9,,,mama's boy,end,TRUE,TRUE
M9,#sadbuttrue die @gmbhdeutschland gründet auf dem Recht des Schöneren. 100% der Frauen treibens lieber untereinander als mit Männern die nicht Chad sind 🍆🍑💦 #queerisfake die sind alle chadsexuell #howgirlzwork,LordBast_18,Mod,"F1,F2",,0,crisis,start,TRUE,TRUE
F1,warum schreibst du sowas??,Player,Basti,F3,,,crisis,,TRUE,TRUE
F2,was soll das??,Player,Basti,F3,,,crisis,,TRUE,TRUE
F3,Was meinst?,Basti,Basti,"F4,F5",,,crisis,,TRUE,TRUE
F4,dein post wurde GEMELDET,Player,Basti,F6,,,crisis,,TRUE,TRUE
F5,mir wurde gerade ein post VON DIR angezeigt,Player,Basti,F6,,,crisis,,TRUE,TRUE
F6,is halt meine meinung,Basti,Basti,F7,,,crisis,,TRUE,TRUE
F7,gilt meinungsfreiheit in 🇩🇪,Basti,Basti,F8,,,crisis,,TRUE,TRUE
F8,ich kann halt schreiben was ich denke,Basti,Basti,F9,,,crisis,,TRUE,TRUE
F9,so funktioniert meinungsfreiheit nicht,Player,Basti,"F10,F11",,,crisis,,TRUE,TRUE
F10,"deine ""meinung"" verstößt gegen unsre Guideline UND das grundgesetz",Player,Basti,F12,,,crisis,,TRUE,TRUE
F11,das ist Hate Speech,Player,Basti,F12,,,crisis,,TRUE,TRUE
F12,jetz komm mal runter,Basti,Basti,F13,,,crisis,,TRUE,TRUE
F13,die regeln gelten doch nicht für uns 😉,Basti,Basti,F14,,,crisis,,TRUE,TRUE
F14,wir sind mods,Basti,Basti,F15,,,crisis,,TRUE,TRUE
F15,wir entscheiden was hier legit is,Basti,Basti,F16,,,crisis,,TRUE,TRUE
F16,glaube nicht dass das so geht ,Player,Basti,F17,,,crisis,,TRUE,TRUE
F17,wir müssen uns auch an die Guideline halten,Player,Basti,F18,,,crisis,,TRUE,TRUE
F18,was ist dein problem??,Basti,Basti,"F19,F20,F21",,,crisis,,TRUE,TRUE
F19,dein post ist frauenverachtend,Player,Basti,F22,,,crisis,,TRUE,TRUE
F20,dein post ist queerfeindlich,Player,Basti,F22,,,crisis,,TRUE,TRUE
F21,dein post spricht menschen ihre würde ab,Player,Basti,F22,,,crisis,,TRUE,TRUE
F22,die haben das nicth anders verdient wenn sie so toxisch sind,Basti,Basti,F23,,,crisis,,TRUE,TRUE
F23,man kann halt so gut sein wie man will,Basti,Basti,F24,,,crisis,,TRUE,TRUE
F24,fraun stehen einfach nicht auf nerds,Basti,Basti,"F25,F26",,,crisis,,TRUE,TRUE
F25,wie kommst du auf solche gedanken?,Player,Basti,F27,,,crisis,,TRUE,TRUE
F26,das klingt nach verschwörungstheorie,Player,Basti,F27,,,crisis,,TRUE,TRUE
F27,gibt halt auch nicht genug fraun für alle,Basti,Basti,F28,,,crisis,,TRUE,TRUE
F28,und wenn dann halt friendzone,Basti,Basti,"F29,F30",,,crisis,,TRUE,TRUE
F29,über wen sprichst du??,Player,Basti,F31,,,crisis,,TRUE,TRUE
F30,ich teile deine haltung nicht,Player,Basti,F31,,,crisis,,TRUE,TRUE
F31,die bracuhn einfach mal nen 🍆💦,Basti,Basti,F32,,,crisis,,TRUE,TRUE
F32,dann werden die auch wieder normal,Basti,Basti,"F33,F34",,,crisis,,TRUE,TRUE
F33,"WTF?? dir ist klar, dass du auch über meine freundin sprichst??",Player,Basti,F35,,,crisis,,TRUE,TRUE
F34,ich finds echt zum kotzen dass du so widerlich bist,Player,Basti,F35,,,crisis,,TRUE,TRUE
F35,ich dachte dass DU mich verstehn würdest,Basti,Basti,F36,,,crisis,,TRUE,TRUE
F36,wach mal auf 💊,Basti,Basti,F37,,,crisis,,TRUE,TRUE
F37,sie ist nicht besonders,Basti,Basti,F38,,,crisis,,TRUE,TRUE
F38,warum schützt du sie??,Basti,Basti,F39,,,crisis,,TRUE,TRUE
F39,du bist genauso blöd wie der rest der 💩gesellscahft,Basti,Basti,G1,,,crisis,end,TRUE,TRUE
G1,Ich werde dich beim Admin melden,Player,Basti,G2,,,option 1,start,TRUE,TRUE
G2,das zum thema dankbarkeit!!,Basti,Basti,G3,,,option 1,,TRUE,TRUE
G3,aber macht nix hab dir ja nur nen job besorgt,Basti,Basti,G4,,,option 1,,TRUE,TRUE
G4,ich kann das halt nicht einfach ignorieren ,Player,Basti,G6,,,option 1,,TRUE,TRUE
G6,ich sorg dafür dass du doch noich unter der brücke landest!!,Basti,Basti,G7,,,option 1,,TRUE,TRUE
G7,drohungen sind ja eckelig,Player,Basti,G8,,,option 1,,TRUE,TRUE
G8,ich kann mir deine hetze nicht mehr geben,Player,Basti,G9,,,option 1,,TRUE,TRUE
G9,[BLOCKIEREN UND MELDEN],Player,Basti,G10,,,option 1,,TRUE,TRUE
G10,"[User ""Basti"" wurde blockiert]",Basti,Basti,,,,option 1,end,TRUE,TRUE
H1,Lösch den Post wieder,Player,Basti,H2,,,option 2,start,FALSE,TRUE
H2,das zum thema dankbarkeit!!,Basti,Basti,H3,,,option 2,,TRUE,TRUE
H3,aber macht nix hab dir ja nur nen job besorgt,Basti,Basti,H4,,,option 1,,TRUE,TRUE
H4,das kannst du doch nicht ernst meinen,Player,Basti,H5,,,option 2,,TRUE,TRUE
H5,kk hab den post gelöscht ,Basti,Basti,H6,,,option 2,,TRUE,TRUE
H6,happy??,Basti,Basti,"H7,H8,H9",,,option 2,,TRUE,TRUE
H7,[BASTI HILFE ANBIETEN],Player,Basti,,,,option 2,end,TRUE,TRUE
H8,[KONTAKT ABBRECHEN],Player,Basti,,,,option 2,end,TRUE,TRUE
H9,[BASTI MELDEN],Player,Basti,,,,option 2,end,TRUE,TRUE
,,,,,,,,,,FALSE
,,,,,,,,,,FALSE
,,,,,,,,,,FALSE
,,,,,,,,,,FALSE
,,,,,,,,,,FALSE
